Gama;Grupo;Artigo;Família;Material;Acabamento;Código;Descrição / medida;Equivalente;Stock
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122014230;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M14x230                          ;;2
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122014240;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M14x240                          ;;2
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122014050;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M14x50                           ;;1
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122014055;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M14x55                           ;;2
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122014060;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M14x60                           ;;2
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122014065;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M14x65                           ;;0
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122014070;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M14x70                           ;;2
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122014075;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M14x75                           ;;2
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122014080;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M14x80                           ;;2
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122014090;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M14x90                           ;;2
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122014095;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M14x95                           ;;2
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122016100;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M16x100                          ;;0
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122016110;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M16x110                          ;;2
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122016120;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M16x120                          ;;0
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122016130;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M16x130                          ;;2
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122016140;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M16x140                          ;;0
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122016150;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M16x150                          ;;1
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122016160;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M16x160                          ;;0
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122016170;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M16x170                          ;;0
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122016180;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M16x180                          ;;0
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122016200;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M16x200                          ;;0
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122016210;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M16x210                          ;;1
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122016220;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M16x220                          ;;2
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122016240;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M16x240                          ;;0
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122016260;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M16x260                          ;;1
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122016320;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M16x320                          ;;1
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122016050;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M16x50                           ;;1
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122016055;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M16x55                           ;;0
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122016060;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M16x60                           ;;2
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122016065;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M16x65                           ;;0
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122016070;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M16x70                           ;;2
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122016075;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M16x75                           ;;0
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122016080;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M16x80                           ;;0
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122016090;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M16x90                           ;;0
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122018100;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M18x100                          ;;0
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122018110;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M18x110                          ;;0
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122018120;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M18x120                          ;;0
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122018130;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M18x130                          ;;2
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122018140;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M18x140                          ;;0
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122018150;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M18x150                          ;;2
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122018160;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M18x160                          ;;0
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122018170;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M18x170                          ;;2
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122018180;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M18x180                          ;;0
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122018200;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M18x200                          ;;0
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122018220;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M18x220                          ;;2
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122018240;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M18x240                          ;;0
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122018260;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M18x260                          ;;2
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122018060;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M18x60                           ;;0
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122018065;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M18x65                           ;;0
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122018070;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M18x70                           ;;2
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122018075;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M18x75                           ;;2
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122018080;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M18x80                           ;;0
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122018090;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M18x90                           ;;2
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122020100;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M20x100                          ;;2
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122020110;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M20x110                          ;;1
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122020120;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M20x120                          ;;0
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122020130;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M20x130                          ;;2
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122020140;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M20x140                          ;;2
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122020150;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M20x150                          ;;2
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122020160;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M20x160                          ;;2
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122020170;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M20x170                          ;;2
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122020180;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M20x180                          ;;2
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122020190;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M20x190                          ;;2
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122020200;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M20x200                          ;;0
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122020210;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M20x210                          ;;1
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122020220;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M20x220                          ;;2
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122020240;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M20x240                          ;;2
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122020260;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M20x260                          ;;2
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122020270;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M20x270                          ;;2
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122020280;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M20x280                          ;;0
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122020300;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M20X300                          ;;2
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122020320;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M20X320                          ;;2
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122020340;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M20X340                          ;;2
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122020360;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M20X360                          ;;2
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122020380;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M20X380                          ;;2
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122020040;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M20x40                           ;;0
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122020045;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M20x45                           ;;0
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122020050;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M20x50                           ;;0
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122020060;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M20x60                           ;;0
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122020065;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M20x65                           ;;0
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122020070;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M20x70                           ;;0
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122020075;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M20x75                           ;;2
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122020080;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M20x80                           ;;2
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122020090;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M20x90                           ;;2
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122020095;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M20x95                           ;;2
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122022100;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M22x100                          ;;0
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122022110;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M22x110                          ;;0
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122022120;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M22x120                          ;;2
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122022130;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M22x130                          ;;0
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122022140;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M22x140                          ;;0
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122022150;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M22x150                          ;;2
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122022160;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M22x160                          ;;2
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122022170;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M22x170                          ;;0
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122022180;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M22x180                          ;;2
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122022190;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M22x190                          ;;0
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122022200;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M22x200                          ;;2
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122022220;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M22x220                          ;;2
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122022240;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M22x240                          ;;2
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122022065;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M22x65                           ;;2
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122022070;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M22x70                           ;;2
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122022075;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M22x75                           ;;2
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122022080;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M22x80                           ;;2
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122022090;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M22x90                           ;;2
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122024100;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M24x100                          ;;0
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122024110;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M24x110                          ;;2
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122024120;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M24x120                          ;;0
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122024130;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M24x130                          ;;2
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122024140;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M24x140                          ;;0
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122024150;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M24x150                          ;;0
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122024160;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M24x160                          ;;2
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122024170;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M24x170                          ;;0
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122024180;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M24x180                          ;;0
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122024190;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M24x190                          ;;2
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122024200;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M24x200                          ;;1
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122024210;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M24x210                          ;;2
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122024220;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M24x220                          ;;0
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122024230;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M24x230                          ;;2
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122024240;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M24x240                          ;;2
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122024250;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M24x250                          ;;0
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122024300;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M24x300                          ;;2
Fixação;Parafusos Rosca de Metal;DIN 931 ; Parafuso Cabeça Sextavada Rosca Parcial;Aço 8.8;Zincado Branco;931122024320;PARAFUSO SEXTAVADO 8.8 DIN 931 RP ZnB M24x320                          ;;0
